%z(ft),GR(API),NPHI(.),RHOB(g/cc),CALI(in) 
11991.0,15.40,0.0695,2.4713,6.101
11990.5,14.36,0.0804,2.4648,6.077
11990.0,15.54,0.1046,2.4624,6.093
11989.5,13.86,0.1191,2.4693,6.117
11989.0,12.51,0.1191,2.4608,6.117
11988.5,13.87,0.1119,2.4536,6.093
11988.0,14.03,0.1066,2.4397,6.077
11987.5,18.27,0.1131,2.4427,6.069
11987.0,18.10,0.1206,2.4460,6.077
11986.5,23.65,0.1245,2.4538,6.085
11986.0,21.60,0.1248,2.4571,6.085
11985.5,22.67,0.1251,2.4586,6.085
11985.0,19.17,0.1209,2.4534,6.089
11984.5,20.07,0.1172,2.4490,6.077
11984.0,23.05,0.1181,2.4475,6.085
11983.5,24.06,0.1207,2.4504,6.059
11983.0,23.51,0.1127,2.4541,6.077
11982.5,18.98,0.1092,2.4680,6.113
11982.0,18.45,0.1153,2.4873,6.157
11981.5,20.14,0.1147,2.5005,6.157
11981.0,22.87,0.0990,2.4954,6.157
11980.5,22.67,0.1136,2.4959,6.085
11980.0,23.04,0.1162,2.5035,6.053
11979.5,23.21,0.1089,2.5093,6.077
11979.0,23.15,0.0918,2.5028,6.077
11978.5,22.06,0.0785,2.4925,6.065
11978.0,20.78,0.0704,2.4974,6.069
11977.5,21.50,0.0726,2.4910,6.053
11977.0,20.88,0.0725,2.4807,6.061
11976.5,22.60,0.0724,2.4608,6.157
11976.0,23.36,0.0769,2.4552,6.228
11975.5,25.27,0.0791,2.4596,6.220
11975.0,23.01,0.0772,2.4694,6.173
11974.5,20.62,0.0801,2.4786,6.165
11974.0,19.06,0.0837,2.4808,6.133
11973.5,18.53,0.0916,2.4791,6.109
11973.0,20.42,0.0929,2.4754,6.093
11972.5,23.43,0.0932,2.4751,6.141
11972.0,23.54,0.0878,2.4737,6.125
11971.5,23.67,0.0787,2.4707,6.125
11971.0,23.33,0.0779,2.4745,6.085
11970.5,23.38,0.0772,2.4885,6.093
11970.0,24.79,0.0803,2.5094,6.109
11969.5,21.68,0.0827,2.5116,6.085
11969.0,21.85,0.0878,2.4829,6.101
11968.5,18.24,0.0873,2.4448,6.085
11968.0,16.56,0.0866,2.4132,6.077
11967.5,16.42,0.0908,2.3973,6.085
11967.0,16.77,0.0921,2.3889,6.069
11966.5,18.77,0.0913,2.4097,6.069
11966.0,19.67,0.0821,2.4400,6.061
11965.5,20.54,0.0791,2.4597,6.173
11965.0,19.33,0.0804,2.4563,6.149
11964.5,17.62,0.0872,2.4617,6.157
11964.0,18.02,0.0853,2.4800,6.157
11963.5,18.87,0.0773,2.4991,6.157
11963.0,20.39,0.0720,2.5138,6.149
11962.5,21.48,0.0683,2.5148,6.113
11962.0,22.63,0.0662,2.5082,6.085
11961.5,23.89,0.0695,2.5007,6.038
11961.0,23.16,0.0791,2.5118,6.061
11960.5,20.99,0.0833,2.5351,6.093
11960.0,17.00,0.0885,2.5418,6.069
11959.5,15.88,0.1154,2.5500,6.093
11959.0,24.36,0.1371,2.5464,6.125
11958.5,50.52,0.1227,2.5397,6.149
11958.0,66.38,0.0882,2.5137,6.085
11957.5,58.47,0.0740,2.4959,6.038
11957.0,32.73,0.0794,2.4875,6.077
11956.5,16.21,0.0765,2.4788,6.141
11956.0,16.54,0.0769,2.4618,6.125
11955.5,17.61,0.0831,2.4514,6.117
11955.0,17.42,0.0912,2.4474,6.117
11954.5,15.56,0.0908,2.4532,6.125
11954.0,15.22,0.0929,2.4585,6.125
11953.5,14.26,0.0925,2.4614,6.109
11953.0,14.61,0.0876,2.4556,6.133
11952.5,14.44,0.0775,2.4511,6.125
11952.0,14.22,0.0888,2.4466,6.117
11951.5,14.65,0.0884,2.4475,6.117
11951.0,14.49,0.0941,2.4449,6.133
11950.5,14.88,0.0863,2.4463,6.125
11950.0,15.47,0.0812,2.4480,6.117
11949.5,16.23,0.0774,2.4442,6.133
11949.0,18.52,0.0810,2.4416,6.117
11948.5,18.11,0.0878,2.4415,6.109
11948.0,17.87,0.0903,2.4436,6.101
11947.5,17.54,0.0904,2.4409,6.113
11947.0,16.97,0.0888,2.4367,6.117
11946.5,17.20,0.0931,2.4392,6.109
11946.0,15.35,0.0956,2.4437,6.125
11945.5,16.11,0.0984,2.4432,6.125
11945.0,16.39,0.0988,2.4400,6.125
11944.5,18.38,0.0994,2.4313,6.125
11944.0,17.42,0.1005,2.4277,6.141
11943.5,16.93,0.1015,2.4223,6.125
11943.0,14.96,0.1107,2.4231,6.141
11942.5,14.80,0.1165,2.4214,6.157
11942.0,16.10,0.1242,2.4268,6.133
11941.5,16.93,0.1189,2.4355,6.125
11941.0,19.50,0.1031,2.4448,6.149
11940.5,20.67,0.0954,2.4495,6.149
11940.0,23.70,0.0919,2.4454,6.133
11939.5,25.36,0.0956,2.4454,6.141
11939.0,24.05,0.0917,2.4542,6.014
11938.5,23.79,0.0918,2.4747,6.117
11938.0,20.98,0.0849,2.4733,6.141
11937.5,19.86,0.0824,2.4722,6.149
11937.0,19.54,0.0837,2.4688,6.117
11936.5,19.16,0.0880,2.4802,6.141
11936.0,20.77,0.0940,2.4824,6.125
11935.5,18.98,0.1012,2.4777,6.141
11935.0,20.89,0.1052,2.4689,6.141
11934.5,20.72,0.1088,2.4623,6.133
11934.0,23.03,0.1015,2.4586,6.137
11933.5,22.63,0.1035,2.4606,6.125
11933.0,22.14,0.0994,2.4529,6.141
11932.5,17.13,0.1025,2.4427,6.101
11932.0,16.37,0.1047,2.4381,6.141
11931.5,16.38,0.1134,2.4416,6.141
11931.0,18.81,0.1157,2.4431,6.133
11930.5,18.45,0.1219,2.4463,6.137
11930.0,17.61,0.1200,2.4452,6.141
11929.5,16.88,0.1138,2.4464,6.125
11929.0,15.21,0.1178,2.4438,6.141
11928.5,17.19,0.1220,2.4434,6.125
11928.0,16.90,0.1141,2.4427,6.125
11927.5,17.99,0.1092,2.4438,6.117
11927.0,15.34,0.1118,2.4524,6.133
11926.5,17.04,0.1067,2.4647,6.157
11926.0,17.81,0.1068,2.4687,6.165
11925.5,21.69,0.1079,2.4657,6.133
11925.0,26.58,0.1167,2.4548,6.133
11924.5,36.67,0.1285,2.4494,6.189
11924.0,36.64,0.1321,2.4477,6.173
11923.5,33.03,0.1343,2.4528,6.181
11923.0,24.93,0.1307,2.4543,6.189
11922.5,26.56,0.1277,2.4522,6.141
11922.0,28.81,0.1203,2.4461,6.109
11921.5,29.36,0.1181,2.4428,6.089
11921.0,27.76,0.1136,2.4383,6.077
11920.5,24.87,0.1166,2.4367,6.069
11920.0,20.70,0.1123,2.4356,6.053
11919.5,19.57,0.1141,2.4440,6.061
11919.0,19.38,0.1118,2.4447,6.047
11918.5,20.11,0.1139,2.4412,6.038
11918.0,19.56,0.1170,2.4322,6.053
11917.5,16.68,0.1166,2.4325,6.038
11917.0,15.28,0.1201,2.4379,6.053
11916.5,15.08,0.1245,2.4395,6.038
11916.0,12.83,0.1292,2.4399,6.053
11915.5,13.51,0.1324,2.4396,6.053
11915.0,10.84,0.1292,2.4363,6.045
11914.5,13.27,0.1129,2.4408,6.045
11914.0,12.93,0.1057,2.4338,6.038
11913.5,14.82,0.1002,2.4347,6.030
11913.0,14.67,0.1060,2.4306,6.030
11912.5,15.69,0.1060,2.4378,6.038
11912.0,19.88,0.0992,2.4439,6.053
11911.5,24.90,0.0949,2.4422,6.038
11911.0,27.82,0.0925,2.4414,6.045
11910.5,26.02,0.1024,2.4394,6.038
11910.0,22.70,0.1032,2.4456,6.045
11909.5,19.43,0.1027,2.4499,6.030
11909.0,16.59,0.1062,2.4494,6.053
11908.5,15.82,0.1033,2.4479,6.041
11908.0,16.78,0.1134,2.4461,6.038
11907.5,15.95,0.1113,2.4409,6.053
11907.0,14.97,0.1110,2.4367,6.038
11906.5,14.21,0.1098,2.4387,6.038
11906.0,14.79,0.1167,2.4510,6.045
11905.5,16.30,0.1121,2.4529,6.038
11905.0,16.76,0.1067,2.4485,6.038
11904.5,16.94,0.1109,2.4450,6.022
11904.0,14.77,0.1064,2.4425,6.045
11903.5,14.49,0.1176,2.4403,6.045
11903.0,15.59,0.1183,2.4377,6.053
11902.5,16.66,0.1276,2.4423,6.038
11902.0,16.10,0.1230,2.4494,6.053
11901.5,13.28,0.1194,2.4434,6.036
11901.0,13.22,0.1050,2.4398,6.045
11900.5,14.75,0.1085,2.4423,6.053
11900.0,16.19,0.1052,2.4560,6.038
11899.5,16.25,0.0985,2.4602,6.030
11899.0,15.42,0.0986,2.4486,6.053
11898.5,13.73,0.1115,2.4419,6.038
11898.0,15.43,0.1066,2.4470,6.030
11897.5,15.89,0.1101,2.4625,6.022
11897.0,16.91,0.1063,2.4640,6.038
11896.5,14.98,0.1018,2.4626,6.053
11896.0,14.21,0.1000,2.4588,6.038
11895.5,16.09,0.0984,2.4663,6.041
11895.0,17.94,0.0909,2.4699,6.038
11894.5,19.25,0.0884,2.4786,6.041
11894.0,18.68,0.0859,2.4773,6.038
11893.5,17.16,0.0918,2.4696,6.030
11893.0,13.96,0.1035,2.4606,6.045
11892.5,11.47,0.1049,2.4583,6.045
11892.0,10.80,0.1032,2.4588,6.047
11891.5,12.65,0.0995,2.4566,6.030
11891.0,13.24,0.1009,2.4539,6.041
11890.5,13.58,0.1027,2.4579,6.038
11890.0,14.39,0.1048,2.4584,6.045
11889.5,18.17,0.1062,2.4652,6.038
11889.0,25.61,0.1027,2.4760,6.038
11888.5,30.06,0.1005,2.4804,6.045
11888.0,30.81,0.1110,2.4727,6.041
11887.5,23.72,0.1144,2.4615,6.053
11887.0,17.18,0.1184,2.4555,6.038
11886.5,13.56,0.1153,2.4559,6.045
11886.0,12.88,0.1103,2.4596,6.038
11885.5,14.00,0.0992,2.4653,6.041
11885.0,16.11,0.0935,2.4757,6.038
11884.5,17.97,0.0871,2.4842,6.045
11884.0,18.75,0.0887,2.4892,6.045
11883.5,19.17,0.0945,2.4813,6.038
11883.0,18.65,0.0943,2.4753,6.045
11882.5,21.42,0.0947,2.4766,6.053
11882.0,22.87,0.0988,2.4851,6.038
11881.5,23.39,0.1000,2.4884,6.030
11881.0,21.77,0.1035,2.4887,6.022
11880.5,17.78,0.1030,2.4877,6.041
11880.0,18.95,0.0985,2.4859,6.038
11879.5,21.91,0.0920,2.4844,6.022
11879.0,29.67,0.0907,2.4781,6.030
11878.5,31.58,0.0917,2.4687,6.038
11878.0,25.84,0.0972,2.4585,6.030
11877.5,18.50,0.0977,2.4592,6.045
11877.0,13.90,0.1008,2.4634,6.053
11876.5,16.65,0.0929,2.4699,6.038
11876.0,18.96,0.0959,2.4696,6.038
11875.5,20.72,0.0891,2.4671,6.045
11875.0,20.30,0.0891,2.4691,6.038
11874.5,18.38,0.0797,2.4808,6.030
11874.0,17.66,0.0812,2.4914,6.053
11873.5,17.10,0.0868,2.4858,6.038
11873.0,19.69,0.0997,2.4681,6.038
11872.5,19.49,0.1057,2.4541,6.045
11872.0,21.21,0.0950,2.4512,6.038
11871.5,18.67,0.0882,2.4534,6.022
11871.0,18.31,0.0928,2.4583,6.045
11870.5,15.43,0.0932,2.4620,6.038
11870.0,15.38,0.0892,2.4651,6.045
11869.5,14.79,0.0933,2.4697,6.045
11869.0,15.35,0.0918,2.4662,6.038
11868.5,14.90,0.0940,2.4672,6.030
11868.0,15.12,0.0983,2.4639,6.045
11867.5,15.89,0.1082,2.4648,6.030
11867.0,16.23,0.1042,2.4587,6.030
11866.5,18.72,0.1052,2.4572,6.053
11866.0,32.18,0.0959,2.4657,6.030
11865.5,55.85,0.0906,2.4846,6.038
11865.0,66.68,0.0929,2.5094,6.045
11864.5,57.54,0.1062,2.5486,6.045
11864.0,37.15,0.1425,2.5807,6.085
11863.5,30.71,0.1841,2.6005,6.077
11863.0,35.49,0.2159,2.6076,6.093
11862.5,47.22,0.2074,2.6140,6.093
11862.0,69.42,0.1930,2.6126,6.101
11861.5,97.82,0.1504,2.5825,6.069
11861.0,122.99,0.1197,2.5549,6.053
11860.5,115.10,0.1330,2.5297,6.061
11860.0,89.64,0.1290,2.5198,6.053
11859.5,59.46,0.1137,2.4994,6.061
11859.0,39.85,0.0896,2.4859,6.038
11858.5,26.94,0.0990,2.4823,6.053
11858.0,16.30,0.1024,2.4953,6.038
11857.5,13.39,0.1098,2.5059,6.045
11857.0,13.01,0.1060,2.5020,6.045
11856.5,13.79,0.1059,2.4782,6.045
11856.0,16.84,0.1031,2.4688,6.053
11855.5,17.31,0.0985,2.4693,6.038
11855.0,16.56,0.1023,2.4712,6.053
11854.5,16.62,0.1041,2.4704,6.053
11854.0,16.28,0.1113,2.4969,6.038
11853.5,17.04,0.1037,2.5008,6.036
11853.0,15.79,0.1021,2.4956,6.038
11852.5,15.97,0.1051,2.4623,6.045
11852.0,17.30,0.1107,2.4614,6.045
11851.5,16.96,0.1062,2.4605,6.045
11851.0,18.15,0.1025,2.4628,6.038
11850.5,16.90,0.1041,2.4564,6.053
11850.0,18.47,0.1098,2.4472,6.038
11849.5,20.14,0.1084,2.4370,6.045
11849.0,22.18,0.0986,2.4399,6.053
11848.5,20.59,0.0947,2.4489,6.045
11848.0,19.29,0.0942,2.4568,6.030
11847.5,17.45,0.0958,2.4562,6.053
11847.0,18.26,0.1054,2.4536,6.038
11846.5,16.75,0.1110,2.4542,6.041
11846.0,15.04,0.1152,2.4581,6.022
11845.5,16.39,0.1168,2.4656,6.045
11845.0,16.15,0.1087,2.4663,6.038
11844.5,18.18,0.1056,2.4723,6.038
11844.0,17.37,0.0984,2.4668,6.030
11843.5,17.71,0.0942,2.4644,6.038
11843.0,15.05,0.0835,2.4622,6.038
11842.5,14.90,0.0888,2.4638,6.053
11842.0,14.97,0.0863,2.4726,6.045
11841.5,18.13,0.0908,2.4818,6.030
11841.0,23.86,0.1082,2.4962,6.045
11840.5,37.14,0.1301,2.5015,6.069
11840.0,45.53,0.1309,2.4880,6.053
11839.5,44.00,0.1282,2.4604,6.038
11839.0,32.66,0.1227,2.4343,6.038
11838.5,25.43,0.1212,2.4219,6.038
11838.0,21.61,0.1301,2.4168,6.038
11837.5,24.01,0.1348,2.4200,6.030
11837.0,23.66,0.1543,2.4274,6.041
11836.5,24.28,0.1530,2.4460,6.045
11836.0,20.73,0.1449,2.4667,6.045
11835.5,18.83,0.1393,2.4848,6.038
11835.0,18.50,0.1281,2.4935,6.053
11834.5,16.04,0.1303,2.4815,6.061
11834.0,16.43,0.1286,2.4611,6.045
11833.5,16.77,0.1362,2.4436,6.053
11833.0,17.34,0.1347,2.4325,6.045
11832.5,16.15,0.1526,2.4301,6.038
11832.0,12.45,0.1462,2.4273,6.045
11831.5,14.54,0.1383,2.4288,6.061
11831.0,14.20,0.1298,2.4328,6.053
11830.5,15.04,0.1249,2.4451,6.053
11830.0,12.01,0.1219,2.4525,6.053
11829.5,11.85,0.1256,2.4581,6.077
11829.0,11.50,0.1238,2.4569,6.053
11828.5,12.46,0.1143,2.4588,6.077
11828.0,21.41,0.1096,2.4627,6.061
11827.5,33.74,0.1059,2.4710,6.069
11827.0,36.23,0.1027,2.4764,6.077
11826.5,28.74,0.1080,2.4823,6.069
11826.0,17.76,0.1152,2.4914,6.069
11825.5,17.96,0.1120,2.5114,6.077
11825.0,18.68,0.1137,2.5229,6.085
11824.5,19.54,0.1075,2.5255,6.077
11824.0,17.43,0.1078,2.5215,6.077
11823.5,17.47,0.0993,2.4921,6.085
11823.0,18.99,0.1101,2.4522,6.077
11822.5,20.35,0.1124,2.4210,6.085
11822.0,22.07,0.1160,2.4189,6.093
11821.5,21.36,0.1129,2.4340,6.085
11821.0,22.49,0.1100,2.4430,6.077
11820.5,21.42,0.1004,2.4515,6.077
11820.0,24.01,0.1126,2.4500,6.069
11819.5,28.28,0.1182,2.4479,6.077
11819.0,29.75,0.1224,2.4484,6.085
11818.5,29.00,0.1217,2.4485,6.077
11818.0,25.87,0.1207,2.4505,6.069
11817.5,24.58,0.1076,2.4459,6.069
11817.0,22.28,0.1086,2.4478,6.077
11816.5,19.05,0.1164,2.4427,6.077
11816.0,21.40,0.1143,2.4437,6.053
11815.5,21.68,0.1160,2.4389,6.061
11815.0,29.11,0.1138,2.4403,6.077
11814.5,34.49,0.1178,2.4382,6.061
11814.0,44.55,0.1183,2.4489,6.093
11813.5,46.19,0.1120,2.4876,6.061
11813.0,40.63,0.1004,2.5172,6.069
11812.5,30.36,0.0936,2.5345,6.061
11812.0,22.72,0.0896,2.5147,6.085
11811.5,20.09,0.0928,2.4886,6.077
11811.0,19.53,0.0978,2.4602,6.085
11810.5,19.02,0.1057,2.4455,6.085
11810.0,17.42,0.1082,2.4511,6.093
11809.5,16.74,0.1132,2.4550,6.085
11809.0,14.84,0.1184,2.4461,6.093
11808.5,18.55,0.1193,2.4363,6.101
11808.0,18.69,0.1154,2.4375,6.077
11807.5,21.73,0.1094,2.4447,6.069
11807.0,19.73,0.1192,2.4417,6.077
11806.5,21.75,0.1277,2.4347,6.069
11806.0,20.61,0.1300,2.4288,6.069
11805.5,20.52,0.1249,2.4246,6.069
11805.0,19.37,0.1238,2.4284,6.061
11804.5,25.98,0.1237,2.4384,6.069
11804.0,32.81,0.1299,2.4518,6.069
11803.5,37.74,0.1404,2.4534,6.061
11803.0,32.87,0.1373,2.4448,6.077
11802.5,25.62,0.1280,2.4358,6.053
11802.0,19.75,0.1211,2.4245,6.077
11801.5,17.37,0.1250,2.4090,6.061
11801.0,16.80,0.1267,2.3933,6.053
11800.5,24.45,0.1224,2.3852,6.053
11800.0,29.33,0.1289,2.3881,6.069
11799.5,31.39,0.1359,2.4001,6.077
11799.0,25.05,0.1470,2.4147,6.069
11798.5,23.03,0.1534,2.4240,6.045
11798.0,18.89,0.1434,2.4240,6.045
11797.5,17.98,0.1544,2.4125,6.053
11797.0,17.13,0.1445,2.4068,6.077
11796.5,20.26,0.1448,2.4022,6.077
11796.0,20.98,0.1361,2.4015,6.061
11795.5,18.32,0.1421,2.3949,6.061
11795.0,17.47,0.1474,2.3922,6.053
11794.5,17.09,0.1556,2.3952,6.077
11794.0,16.72,0.1559,2.4050,6.093
11793.5,19.42,0.1546,2.4126,6.085
11793.0,24.17,0.1539,2.4123,6.061
11792.5,30.79,0.1512,2.4039,6.069
11792.0,29.79,0.1540,2.3963,6.069
11791.5,26.70,0.1543,2.4042,6.061
11791.0,20.48,0.1543,2.4172,6.061
11790.5,18.26,0.1488,2.4273,6.061
11790.0,16.21,0.1426,2.4246,6.069
11789.5,19.07,0.1396,2.4246,6.069
11789.0,18.72,0.1517,2.4450,6.053
11788.5,18.35,0.1531,2.4853,6.061
11788.0,17.34,0.1492,2.5143,6.077
11787.5,17.79,0.1405,2.5128,6.053
11787.0,20.39,0.1302,2.5060,6.065
11786.5,21.05,0.1137,2.5011,6.093
11786.0,23.81,0.1064,2.4988,6.101
11785.5,23.29,0.1005,2.4688,6.085
11785.0,21.81,0.1117,2.4305,6.085
11784.5,17.90,0.1270,2.4064,6.061
11784.0,15.45,0.1398,2.3947,6.085
11783.5,14.63,0.1297,2.4071,6.061
11783.0,19.36,0.1236,2.4239,6.069
11782.5,21.66,0.1257,2.4362,6.085
11782.0,25.64,0.1327,2.4347,6.053
11781.5,21.69,0.1201,2.4178,6.069
11781.0,19.70,0.1254,2.4087,6.085
11780.5,15.29,0.1230,2.4016,6.069
11780.0,16.40,0.1204,2.4026,6.085
11779.5,16.11,0.1188,2.4058,6.069
11779.0,16.81,0.1294,2.4173,6.093
11778.5,14.93,0.1335,2.4421,6.077
11778.0,15.12,0.1375,2.4595,6.077
11777.5,13.77,0.1340,2.4669,6.077
11777.0,13.78,0.1187,2.4530,6.085
11776.5,17.02,0.1135,2.4436,6.101
11776.0,20.74,0.1077,2.4441,6.093
11775.5,22.82,0.1141,2.4540,6.077
11775.0,23.72,0.1231,2.4649,6.077
11774.5,24.46,0.1343,2.4636,6.053
11774.0,24.40,0.1332,2.4498,6.061
11773.5,20.86,0.1392,2.4375,6.085
11773.0,19.15,0.1343,2.4264,6.093
11772.5,18.65,0.1329,2.4262,6.093
11772.0,18.31,0.1334,2.4308,6.069
11771.5,20.03,0.1244,2.4561,6.085
11771.0,21.36,0.1162,2.4905,6.061
11770.5,21.70,0.1129,2.5229,6.085
11770.0,21.12,0.1140,2.5031,6.093
11769.5,21.27,0.1128,2.4793,6.077
11769.0,25.52,0.1234,2.4447,6.077
11768.5,24.61,0.1239,2.4412,6.089
11768.0,25.25,0.1265,2.4261,6.061
11767.5,21.94,0.1310,2.4193,6.053
11767.0,20.38,0.1379,2.4262,6.093
11766.5,21.22,0.1290,2.4497,6.085
11766.0,21.62,0.1202,2.4578,6.069
11765.5,24.54,0.1194,2.4524,6.061
11765.0,19.62,0.1128,2.4337,6.077
11764.5,17.27,0.1140,2.4220,6.085
11764.0,14.15,0.1001,2.4183,6.077
11763.5,14.92,0.1053,2.4211,6.085
11763.0,13.89,0.1168,2.4324,6.069
11762.5,14.91,0.1295,2.4511,6.077
11762.0,15.38,0.1297,2.4725,6.077
11761.5,16.25,0.1262,2.5239,6.085
11761.0,15.41,0.1250,2.5698,6.093
11760.5,13.43,0.1187,2.5905,6.101
11760.0,13.57,0.1011,2.5567,6.089
11759.5,12.70,0.0986,2.5132,6.085
11759.0,13.84,0.1102,2.4809,6.077
11758.5,14.84,0.1173,2.4676,6.093
11758.0,13.69,0.1262,2.4494,6.089
11757.5,13.19,0.1240,2.4368,6.093
11757.0,13.00,0.1149,2.4349,6.089
11756.5,14.86,0.1187,2.4672,6.117
11756.0,15.01,0.1200,2.5073,6.101
11755.5,13.87,0.1093,2.5374,6.093
11755.0,13.02,0.1049,2.5575,6.093
11754.5,12.97,0.1028,2.5433,6.085
11754.0,11.96,0.1019,2.4988,6.093
11753.5,13.82,0.1042,2.4454,6.085
11753.0,14.53,0.1169,2.4198,6.077
11752.5,15.74,0.1214,2.4356,6.085
11752.0,14.39,0.1235,2.4487,6.077
11751.5,15.77,0.1136,2.4592,6.085
11751.0,17.95,0.1247,2.4589,6.101
11750.5,18.53,0.1355,2.4621,6.085
11750.0,15.46,0.1330,2.4582,6.077
11749.5,12.73,0.1305,2.4519,6.101
11749.0,14.42,0.1328,2.4386,6.069
11748.5,16.62,0.1246,2.4277,6.069
11748.0,20.82,0.1263,2.4215,6.085
11747.5,21.39,0.1279,2.4119,6.085
11747.0,24.91,0.1435,2.4096,6.061
11746.5,26.45,0.1612,2.4019,6.077
11746.0,28.83,0.1795,2.3927,6.089
11745.5,28.60,0.1657,2.3870,6.069
11745.0,26.32,0.1546,2.3927,6.077
11744.5,22.63,0.1620,2.4023,6.085
11744.0,23.34,0.1822,2.4031,6.077
11743.5,25.43,0.1957,2.3944,6.077
11743.0,28.30,0.2145,2.3932,6.085
11742.5,29.47,0.2087,2.4018,6.077
11742.0,31.36,0.1894,2.4158,6.069
11741.5,37.23,0.1941,2.4175,6.053
11741.0,39.16,0.1956,2.4085,6.065
11740.5,42.44,0.1949,2.4014,6.069
11740.0,44.96,0.1855,2.4200,6.061
11739.5,54.77,0.1856,2.4893,6.109
11739.0,79.78,0.1834,2.5646,6.141
11738.5,106.82,0.1917,2.6249,6.149
11738.0,130.43,0.2075,2.6409,6.149
11737.5,119.72,0.2256,2.5914,6.109
11737.0,97.77,0.2314,2.5170,6.053
11736.5,67.23,0.2222,2.4356,6.053
11736.0,51.34,0.2084,2.4079,6.061
11735.5,43.92,0.2117,2.4028,6.061
11735.0,41.90,0.1928,2.3993,6.061
11734.5,40.34,0.1991,2.3924,6.061
11734.0,36.94,0.1984,2.3859,6.061
11733.5,38.26,0.1998,2.3873,6.045
11733.0,36.17,0.1950,2.4021,6.045
11732.5,34.84,0.2057,2.4139,6.053
11732.0,34.35,0.1982,2.4282,6.045
11731.5,37.98,0.2000,2.4333,6.030
11731.0,42.77,0.1889,2.4356,6.053
11730.5,43.29,0.1791,2.4334,6.083
11730.0,46.31,0.1732,2.4289,6.085
11729.5,46.10,0.1791,2.4258,6.077
11729.0,42.20,0.1686,2.4305,6.069
11728.5,36.49,0.1584,2.4318,6.069
11728.0,33.95,0.1748,2.4285,6.069
11727.5,32.64,0.1852,2.4235,6.077
11727.0,31.13,0.1908,2.4391,6.085
11726.5,30.46,0.1967,2.4911,6.101
11726.0,33.14,0.1931,2.5538,6.117
11725.5,36.90,0.1839,2.6007,6.137
11725.0,36.58,0.1760,2.6082,6.133
11724.5,37.88,0.1730,2.5820,6.117
11724.0,39.85,0.1657,2.5298,6.085
11723.5,42.98,0.1714,2.4671,6.069
11723.0,47.28,0.1739,2.4189,6.077
11722.5,64.63,0.1933,2.3939,6.061
11722.0,65.72,0.1925,2.3878,6.069
11721.5,59.54,0.1966,2.3972,6.069
11721.0,44.98,0.1751,2.4221,6.077
11720.5,45.47,0.1671,2.4454,6.077
11720.0,49.56,0.1733,2.4429,6.038
11719.5,41.38,0.1833,2.4217,6.045
11719.0,38.32,0.1992,2.4130,6.053
11718.5,39.10,0.1959,2.4208,6.045
11718.0,43.57,0.1886,2.4264,6.077
11717.5,44.09,0.2145,2.4319,6.061
11717.0,42.35,0.2083,2.4783,6.061
11716.5,57.96,0.2126,2.5527,6.101
11716.0,93.70,0.2403,2.6050,6.133
11715.5,127.72,0.2750,2.5988,6.109
11715.0,130.48,0.2269,2.5449,6.173
11714.5,102.60,0.1669,2.4821,6.077
11714.0,77.64,0.1522,2.4397,6.069
11713.5,69.21,0.1618,2.4389,6.071
11713.0,65.94,0.1562,2.4675,6.085
11712.5,61.49,0.1352,2.4871,6.053
11712.0,59.16,0.1294,2.4951,6.069
11711.5,59.99,0.1246,2.4867,6.089
11711.0,57.99,0.1242,2.4737,6.101
11710.5,52.24,0.1252,2.4490,6.085
11710.0,43.26,0.1311,2.4355,6.077
11709.5,38.37,0.1315,2.4247,6.077
11709.0,36.45,0.1279,2.4219,6.069
11708.5,37.35,0.1244,2.4136,6.101
11708.0,41.50,0.1326,2.4137,6.061
11707.5,42.47,0.1404,2.4212,6.101
11707.0,42.76,0.1415,2.4230,6.077
11706.5,37.02,0.1419,2.4254,6.085
11706.0,32.32,0.1403,2.4275,6.077
11705.5,32.31,0.1330,2.4383,6.069
11705.0,31.05,0.1364,2.4400,6.085
11704.5,34.89,0.1411,2.4365,6.085
11704.0,35.54,0.1404,2.4281,6.069
11703.5,34.41,0.1431,2.4231,6.077
11703.0,29.67,0.1352,2.4160,6.069
11702.5,27.31,0.1309,2.4161,6.077
11702.0,27.20,0.1266,2.4144,6.077
11701.5,27.05,0.1229,2.4223,6.089
11701.0,23.92,0.1301,2.4280,6.069
11700.5,22.05,0.1327,2.4307,6.053
11700.0,21.40,0.1287,2.4350,6.077
11699.5,20.62,0.1224,2.4406,6.077
11699.0,23.34,0.1107,2.4472,6.093
11698.5,23.16,0.1180,2.4419,6.085
11698.0,25.08,0.1316,2.4373,6.085
11697.5,27.09,0.1377,2.4421,6.069
11697.0,30.82,0.1316,2.4587,6.077
11696.5,29.41,0.1165,2.4909,6.077
11696.0,26.36,0.1109,2.5388,6.077
11695.5,24.35,0.0914,2.5606,6.089
11695.0,25.84,0.0919,2.5224,6.069
11694.5,25.50,0.0870,2.4698,6.061
11694.0,22.30,0.0970,2.4331,6.069
11693.5,22.13,0.1047,2.4401,6.069
11693.0,20.94,0.1137,2.4366,6.061
11692.5,21.63,0.1194,2.4423,6.077
11692.0,20.61,0.1173,2.4435,6.069
11691.5,21.95,0.1341,2.4435,6.061
11691.0,23.13,0.1273,2.4426,6.053
11690.5,23.44,0.1233,2.4545,6.038
11690.0,23.80,0.1198,2.4764,6.045
11689.5,24.29,0.1142,2.4834,6.038
11689.0,24.66,0.1077,2.4825,6.061
11688.5,21.77,0.1102,2.4836,6.045
11688.0,20.76,0.0990,2.4955,6.045
